# b'"cell id","p-S6","PD-L1","Mcl1","Vim","NF\xce\xbaBp65","p-Akt","E-Cad","Bim","p-Rb","FOXO1A","p-Stat3","SOX2","p-\xc9\xa3H2AX","Ki67","PCNA","group id"'
"0001-0009",1.9239125802947985,1.2414324982383231,-0.05162593570328777,1.942928343732408,1.0055675757374303,0.06451143334709997,0.004975462858044288,0.8406068364766224,2.7815874744942306,2.696807093447756,2.866828366353664,1.8564836168323922,1.2436569710900969,3.1946143509042972,2.0216511543946947,3
"0002-0043",2.828162361851019,1.7328678324617677,0.10450053406646109,1.8687304198766856,1.4500620651341496,0.27146016594038525,0.4165862524412969,0.5715903829710278,3.047756623867267,2.93468264846514,2.699462495103475,2.5248957122997773,1.276569006555551,3.7011803358345343,3.5864877105955912,3
"0003-0130",0.6688299741014117,1.0121791118261356,0.08886198466988127,1.6284772864544639,1.3219386416777574,0.23342762782890336,1.000246653205899,0.7902704323754115,2.1564649548393344,2.1768732491238865,2.1836356127753973,2.1168139579357916,0.45355141119032094,2.7402856930317547,3.1358898095515393,3
"0004-0171",-7.535276905793269,-0.06895896464661089,0.0834556486461846,1.505286970027253,1.543872874601842,0.12511117420823137,0.7602054574705956,0.3229780494887118,-5.301077725665689,1.754900737371205,1.9351035703425712,1.9215929425967797,1.2842540863102094,1.3700724546084952,2.083627368066429,3
"0005-0205",2.2161355197980566,1.770996815413195,-0.05977328364561263,1.8903899033184945,1.3190337426161705,0.2613888640327753,1.1491436629623983,0.8216526932922079,2.045322586000866,2.303990848141197,2.1735780187397005,2.0448534507662437,0.33017243457534295,2.6137775451280323,2.988203227468313,3
"0006-0365",2.662389010030502,1.977652229782759,-0.21569016036935196,1.2948652935150538,1.1064404597739994,-0.010479333991249895,0.6374558682723581,0.2926575353098251,-0.9122174957434925,2.439506364642467,2.1232885297513775,2.125780167636618,0.29333387064975014,2.4165545685038126,2.3745065856599243,3
"0007-0371",2.184299106595031,1.4823887398071651,-0.2970933323528344,1.2471797280251717,0.9726948990253685,-0.0885768774175224,0.8862908961452938,0.5095569238168487,1.4996366459720942,2.1035716319916045,1.684938744714776,1.5907712253531656,-0.06944473665744422,2.39206920428893,2.488829125395352,3
"0008-0388",2.5561247858543403,1.962481253714511,-0.01968345491057466,1.4745341496151845,1.2136731952327882,0.23629490315225699,0.9117487244581763,0.40061955546183015,1.8786148992423595,2.7952796347342854,2.5550688556844925,2.235566917171747,0.6484186604551265,2.860076025708887,2.889541843226324,3
"0009-0385",2.416190435027385,1.7412467277430999,-0.26882043709559333,1.7121399590611706,1.407155654611918,0.02374257992234785,1.0317556135133312,0.5654285509580337,1.5616233986731434,2.2536762909071584,2.178927312916752,1.9486923535742449,0.2929957601584725,2.212471389127124,2.584563392642533,3
"0001-0004",-7.535276905793269,-7.535276905793269,-1.2173579909121672,-0.1934424991976913,-7.535276905793269,-0.8932126187051956,-7.535276905793269,-1.0486558569313695,-7.535276905793269,1.2380208451071208,1.1250076358852468,-7.535276905793269,-1.6925821249628648,0.48808641238118433,-7.535276905793269,3
"0002-0006",1.5265897916244615,-0.08314363232603572,-0.6904294782135718,1.4459066212037541,-0.5792992428459973,-0.26882043709559333,-3.103817456351237,-0.35809925258301956,1.3170925399646691,1.5837262736024371,1.957372730918161,-0.08314363232603572,-0.7170000444445535,1.9405872724986466,-2.005201201986404,3
"0003-0238",-7.535276905793269,-1.5808368852228183,-0.8723894505995018,-7.535276905793269,-7.535276905793269,-1.1564620031356432,-1.5698842971083158,-0.4279259635345234,-7.535276905793269,-7.535276905793269,-7.535276905793269,-2.2351012669032686,-1.5720652390141678,-1.9720868849580704,-0.7792507409965719,3
"0004-0437",-2.539877084339791,-3.3294804182770257,-0.4328055339492618,-5.0599156688488005,-7.535276905793269,0.012166758461016336,-0.3626489725239699,-0.3432935124108685,-0.3331221666118269,-2.197676328044995,-0.45327928583175137,-1.5547494512276758,-3.450444103943764,3.021840580187673,1.7695301994771242,3
