# b'"cell id","p-S6","PD-L1","Mcl1","Vim","NF\xce\xbaBp65","p-Akt","E-Cad","Bim","p-Rb","FOXO1A","p-Stat3","SOX2","p-\xc9\xa3H2AX","Ki67","PCNA","group id"'
"0001-0125",-7.560346444710321,-0.5243254876762391,-0.11612645059493687,-7.560346444710321,-7.560346444710321,-0.04660391864638225,-0.8834582166257325,-0.03784183802413743,-1.8660723652419078,-7.560346444710321,-6.33774817626122,-0.9116585708139082,-1.2688050833155886,-1.4876337629018206,-1.0257367228641554,4
"0002-0145",-7.560346444710321,-7.560346444710321,-1.2594157064234714,-7.560346444710321,-7.560346444710321,-1.4361467594042487,-7.560346444710321,-2.642601593677411,-7.560346444710321,-7.560346444710321,-7.560346444710321,-7.030895356821166,-5.526817960044891,-7.560346444710321,-7.560346444710321,4
"0003-0226",-3.7921707152803332,0.4874787553995752,-0.256061863277953,-7.560346444710321,-1.4701752197063804,0.16057211090736434,-0.03830106264578248,0.32094266528890714,1.4575250602195702,1.1078537474910206,0.602270456195594,0.5777655031417694,0.2083580889118517,1.8057348277360674,0.8013555354344088,4
"0004-0306",-0.43302922071525796,1.119610796159341,-0.15976557490821808,-1.8406807784265817,0.46106735847849123,0.34721427022747076,0.32222466786465986,0.5559464041844784,1.3537186386640325,1.6791029196202416,1.2049011111932622,1.056936938573564,0.09281586695185151,1.7415208687312482,1.1606060311989985,4
"0005-0501",1.8644299982681023,1.5845512108002069,-0.2956708518951068,-0.4797763215338602,-0.8013603518030319,0.06958263665547282,0.2563615083346269,0.2467360966243266,1.106100025245098,2.1745712613395245,0.41163566109515415,0.7581833463893215,-0.6541303496642685,2.552735076745183,2.1745712613395245,4
"0006-0518",1.767446686164659,1.7456958485113052,-0.2594942290954849,0.057134331975150054,-0.20160408531927132,0.07983922603199911,0.47573460577444493,0.4768328616115465,0.10363550334870908,2.0559588437823244,1.6782779367217255,1.1892769631513556,-0.27102197099284453,2.5031235782292605,2.0627247758378946,4
"0007-0615",-7.560346444710321,-0.9072679546993205,-0.32277316234878306,-7.560346444710321,-7.560346444710321,-0.4121178460362671,-0.16809925041404838,0.04832724048556791,-0.8877453062710812,-2.661410231115207,-0.9953758842063767,-0.7300717417992173,-0.8415664092826134,0.8027431324377243,-2.6060134604274285,4
"0008-0625",-7.560346444710321,-1.35581696536988,-0.4677070617313346,-7.560346444710321,-7.560346444710321,-0.6887355755584395,-0.4585749257611056,-0.24640032103053677,-2.461315731852274,-5.32614726458274,-2.0069760914523913,-1.3421886539072894,-1.7812060651062485,-0.11562948383587734,-4.322805894612965,4
"0009-0692",-7.560346444710321,-0.48478951440876816,-0.4460657336426559,-7.560346444710321,-3.4473437006696868,-0.057782545892638204,-0.4634818645488794,0.036888798807289014,-4.391795961794186,-0.36326444644972433,-0.7915567253003246,-0.13568069226628854,-1.4305840699985772,0.004411605001505947,-2.864193611010359,4
"0010-0795",-7.560346444710321,-7.030895356821166,-0.37606079298423367,-7.560346444710321,-7.560346444710321,-0.5764452715488968,-1.7176516638799164,-0.7309895593606655,-7.560346444710321,-2.151848199146012,-7.560346444710321,-2.7133679821788643,-2.4256839467122466,1.5296828738636226,-0.2780025342799872,4
"0001-0016",-0.5065610831666012,0.39032058705576134,-0.39098103169943155,-5.644600995701275,-5.159093179919574,-0.09889687530496083,-1.5460593251304893,-1.1173541511676106,-1.6766313756709756,0.6488566552690873,-0.6507348896751184,-1.322086274873005,-5.644600995701275,1.1052220956547032,-1.3105449627200247,4
"0002-0069",1.66398006368504,1.1983873889931385,0.03859158660546047,1.870986126079913,0.3620984256099655,0.06710543906529409,0.4901901498926371,-0.04475299382762632,1.8450589402071795,1.6921300020043883,1.9192866727419062,1.4745671070550426,-0.1484198327283739,3.228502604243639,3.148005899824195,4
"0003-0074",-0.2329168219916946,-0.006208078206645595,-0.5378598930782719,1.361452952729934,-1.8746804197471132,-0.46559223160536334,0.9025812502248538,0.3051028956582913,0.9320809914406851,0.15339306144712328,1.1971862367360586,0.4632950656101933,-1.4759609333381034,2.6991992816009205,2.44828833573942,4
"0004-0100",0.15415118248633242,0.8833952359573267,-0.25207226998511967,2.037977316684616,0.07328696495404685,0.0976388424818122,1.2457921208559775,1.0190488530508883,1.3938917847214078,1.2013170965103672,1.9423042229502574,1.338647789753967,-0.26178903557115873,3.317043833990077,3.0197997210215437,4
"0005-0257",-7.560346444710321,-0.36836305132792013,-0.1473947563012148,-7.560346444710321,-2.6677592213891534,0.32988273411022107,-1.3836458420888915,-0.41948857072747625,-3.69864878123424,0.1151276294866852,-2.4206966102921292,0.3151532276740241,-1.390725252022527,0.8250751761144173,-6.33774817626122,4
"0006-0311",-7.560346444710321,-1.5460593251304893,0.2108674040981917,1.304334517512535,0.7078488332315569,0.0662783409875427,-0.11067916918675635,0.10959595187777893,-3.5808704194251106,-0.23459226809198164,1.0427018221031208,0.5891125887588498,-1.0946403858791474,1.5706773059278323,-0.3040245052541106,4
"0007-0431",0.1388775649964824,0.46551782109161444,-0.4948902241164763,-4.1976473705326,-7.560346444710321,-0.24923227413760074,0.829713811651315,0.3336900731624022,1.0650464081722983,0.35994131190795997,-0.030522780682833428,0.10044154005417472,-1.367896024541139,2.2776530159886477,1.6728157177886924,4
"0008-0444",1.083018674782716,1.1145475174965753,-0.36453666263730433,0.10761308052177476,-0.9977710037108327,-0.08004222980944142,1.1597746926602444,0.8656956857633329,1.2799267057656678,1.2171485781274498,0.6388715010949308,0.6975587855614513,-0.40745601212361393,2.081760239665627,1.9040591575083745,4
"0009-0450",1.4435329448454084,1.2168867737635036,-0.4215080166015399,1.6949750366644611,-0.13163839505873565,-0.06672133678284453,0.8747688527784057,0.43307940568179504,1.2876413244541585,1.038172323458614,1.6351870444321523,0.9671421665238888,-0.2623635609691073,2.554179891152941,1.7335086313473607,4
"0010-0475",1.9613273142477592,1.6786080115572357,-0.22957432770678565,0.6379376119068656,-1.2862531969533633,0.3041249380218627,0.4680125295805766,0.29692348828260684,1.9247200831134048,1.7691061236410874,1.7134716985071332,1.5103455784387112,-0.16809925041404838,3.3729966042809174,2.808118627316759,4
"0011-0492",2.3885684812900507,1.7947762896944006,-0.3588243926705532,0.4232839139678415,-0.9395468354076861,0.17329202872646832,0.32510355476541974,0.09603376715100964,1.8068967308097843,2.2976662743691065,1.6882151988360583,1.4708163031322776,-0.18232132192068917,3.349485592301276,2.8157690717409807,4
"0012-0496",2.635356327522411,2.0196665936437395,-0.13720077637546613,1.7375616661241864,0.8266237040230777,0.2866873116418258,1.0247767602260645,0.5166445310459125,2.075288786485359,2.2742478920873417,1.7446923745454477,1.5099550065357406,0.19097875451699142,2.823807808914001,2.886212822748547,4
"0013-0512",2.6631124504256345,2.267585750253449,-0.049851303663706936,1.2115044688352832,1.1880648112209755,0.11433886270974192,0.36302132515968744,0.47298367758656035,1.961762526235928,2.2889652945485217,1.7772878573033548,1.5037830602042455,-0.11216169219161465,2.468077475068144,2.539113894465686,4
"0014-0576",-7.560346444710321,-7.560346444710321,-0.6498878230539171,-7.560346444710321,-7.560346444710321,-0.9105591081965736,-4.06045069026389,-3.258093803816788,-7.560346444710321,-7.560346444710321,-7.560346444710321,-4.290017338253205,-0.8877453062710812,2.4276316017246167,-1.2719545695372014,4
"0015-0588",2.5623278010922466,2.1523176520945366,0.04916931364195154,1.5419600636177009,0.9426429486732069,0.34846305185336757,0.13540881732775745,0.3400029836876888,2.0859415532537113,2.7550849170871174,1.7815398626740162,1.6588598089303694,0.031762969065805,2.681106728793319,1.4198757345897537,4
"0016-0611",2.2816788102569845,1.8373450644882023,-0.04106084784056119,1.4478031993617364,1.465520937799452,0.444198796845221,-0.14534714826347628,0.2233208067158623,1.8635389194479757,2.7845913155154225,2.5501844231268507,2.1167564974493445,0.18585261270539455,2.482509538002587,1.4730482544786856,4
"0017-0617",3.1891004227606263,3.001441376204504,0.5511175037172062,2.2183193332656472,1.4470754630187432,1.0288933242163072,0.9412639633313002,0.8955649965279253,2.8184910450639613,3.5520843341132586,2.9005374345784283,2.4671778813697767,1.0690008138476035,3.82203678992078,3.602410903786483,4
"0018-0631",2.5994757304843095,2.096644995650708,-0.2739246194990912,-0.08004222980944142,1.1630959080990788,-0.04014007291472055,-0.2583487976425003,0.11078379017764295,1.7728675394787778,2.381934229574913,1.4259489698071768,1.4472834417346228,-0.8212619201343001,2.4758029474987193,2.0542035142037385,4
"0019-0644",2.9505401586178106,2.6161240250856697,-0.07860653441609866,1.869010172960019,0.5700453823180442,0.5318241312572205,0.1744070438671237,0.2083580889118517,1.0935898761775675,3.029826531127471,2.031389268774813,1.6659038899250973,0.22155127581747358,1.7037834784104078,2.37163142682102,4
"0020-0647",1.4108579257031089,1.7660868243312322,0.0166602721562068,2.244615403760097,0.6386381105491576,0.4669045385229964,0.7678710199469521,0.8756902690207653,1.9406548834346165,2.9979406779673248,2.0687751806619,1.7528455984035283,-0.10969204015197942,2.8056356140443413,2.962036909795973,4
"0021-0673",3.171196863508973,2.8642958619784906,0.3060798978279111,2.2597721618500586,1.5336967122311176,0.8599126290279617,0.39420277845699303,0.38311327153748653,2.418382105720518,3.318437476372802,2.576882621818573,2.15329329972238,0.09241290037197825,3.636014764208552,3.218593261708868,4
